singer	song	lyric	next_lyric
汪苏泷	御龙镜中隐	谁却吹灭\n命中的烛火	御龙亦可从容过\n命运的牵扯 缘蹉跎难洒脱
孙燕姿	遇见	我等的人 \n他在多远的未来	我听见风\n来自地铁和人海
孙燕姿	遇见	我遇见谁 会有怎样的对白\n我等的人 他在多远的未来	我听见风来自地铁和人海\n我排着队 拿着爱的号码牌
孙燕姿	遇见	阴天 傍晚 车窗外\n未来有一个人在等待	向左向右向前看\n爱要拐几个弯才来
孙燕姿	遇见	我遇见谁 \n会有怎样的对白	我等的人\n他在多远的未来
孙燕姿	遇见	我往前飞 飞过一片时间海\n我们也曾在爱情里受伤害	我看着路 梦的入口有点窄\n我遇见你是最美丽的意外
周杰伦	园游会	摊位上一朵艳阳\n我悄悄出现你身旁	你慌乱的模样我微笑安静欣赏
孙燕姿	原点	不要再让你们的爱败给了时间\n既然遇见了永远 就不要说再见	不要再让你们的爱输给了永远\n我们经过那么多考验
林俊杰	原来	原来最孤单的是\n我还是那么想你	原来最悲哀的是\n我不能面对自己
林俊杰	原来	原来最疼痛的表情竟是没有情绪\n原来最残忍的画面可以甜言蜜语	我不懂得如何更爱你\n影子讽刺地 跟着我难分难离
刘若英	原来你也在这里	若不是你渴望眼睛\n若不是我救赎心情	在千山万水人海相遇\n喔 原来你也在这里
萧敬腾	原谅我	请原谅我 原谅我不成熟\n不爱你是借口 好让你离开我	请原谅我好想自私将你占有\n一个寂寞就给我承受换你过更好的生活
萧敬腾	原谅我	你的笑你的快乐 不是我 爱太多想太多\n我能感受	他比我适合\n爱放了手 我伪装冷漠 比你先说分手
光良	约定	我还是回到这个地方\n闭上眼等你的出现 空气中吻你的脸	我还记得我们的约定\n一辈子幸福的约定 为你写的那首歌
胡彦斌	月光	过情关 谁敢闯\n望明月 心悲凉	千古恨 轮回尝\n眼一闭 谁最狂
胡彦斌	月光	月光色 女子香\n泪断剑 情多长	有多痛\n无字想\n忘了你
陶喆	月亮代表谁的心	你问我爱你有多深\n我爱你有几分	我的情不移 我的爱不变\n月亮代表我的心
凤凰传奇	月亮之上	我在仰望 月亮之上\n有多少梦想在自由的飞翔	昨天遗忘啊风干了忧伤\n我要和你重逢在那苍茫的路上
飞儿乐团	月牙湾	敦煌天空的沙粒 带着我们的记忆\n我从半路看回去 这秦关漫漫好蜿踞	梦想穿过了西域 包含了多少的禅意\n爱情像一本游记 我会找寻它的密语
飞儿乐团	月牙湾	是谁的爱啊 比泪水坚强\n轻声呼唤 就让我融化	每一滴雨水 演化成我翅膀\n向着我爱的人 追吧
飞儿乐团	月牙湾	是谁的心啊 孤单地留下\n他还好吗 我多想爱他	那永恒的泪 凝固那一句话\n也许可能蒸发
张杰	越爱越强	总是横冲直撞\n满身伤的勋章	还能有多少年少的轻狂\n不在乎别人眼光
张杰	越爱越强	当希望成就失望\n当梦想成全幻想	迷雾的前方\n我只能一步步越爱越强
张杰	越爱越强	剩下几格电量\n能否撑到天亮	泪水不争气地缓慢落下
蔡健雅	越来越不懂	其实 谁不想遇见真爱\n爱得绝对 爱得坦白	以为遇上了就会明白\n但每次它只留下惊鸿一瞥的感慨
蔡健雅	越来越不懂	在 我22岁时 回想起当时多么想谈恋爱\n妈妈说就让它来	然而在 我三十二岁时\n发现我没太多的心去等待
蔡健雅	越来越不懂	得不到的就更加爱\n太容易来的就不理睬	其实 谁不想遇见真爱\n爱得绝对 爱得坦白
房东的猫	云烟成雨	你的晚安 是下意识的恻隐\n我留至夜深 治疗失眠梦呓	那封手写信 留在行李箱底\n来不及 赋予它旅途的意义
房东的猫	云烟成雨	若一切 都已云烟成雨\n我能否 变成淤泥 再一次 沾染你	若生命如过场电影\nOh 让我再一次甜梦里惊醒
房东的猫	云烟成雨	我多想再见你\n哪怕匆匆一眼就别离	路灯下昏黄的剪影\n越走越漫长的林径
房东的猫	云烟成雨	你的晚安\n是下意识的恻隐	我留至夜深\n治疗失眠梦呓
房东的猫	云烟成雨	我多想再见你\n至少玩笑话还能说起	街巷初次落叶的秋分\n渐行渐远去的我们
张杰	再爱我一回	再爱我一回\n在我们最后一夜 当爱情还有余味	再爱我一回 当作完美的句点\n把你的温柔 再温习一遍
张杰	再爱我一回	你转身那瞬间\n有末日的错觉	我一颗空心 如何面对\n那些无止境的夜
李宇春	再不疯狂我们就老了	咖啡还续 书签还新\n夏天已经 擦身而去	树叶还绿 发丝还青\n时光却从 不曾逆行
李宇春	再不疯狂我们就老了	再不疯狂我们就老了\n没有回忆怎么祭奠呢	还有什么永垂不朽呢\n错过的你都不会再有
汪峰	再见青春	再见 青春\n再见美丽的疼痛	再见 青春\n永恒的迷惘
汪峰	再见青春	我将在深秋的黎明出发\n伴着铁皮车厢的摇晃	伴着野菊花开的芬芳\n在梦碎的黎明出发
王力宏	在梅边	在梅边落花似雪纷纷绵绵谁人怜\n在柳边风吹悬念生生死死随人愿	千年的等待滋味酸酸楚楚两人怨\n牡丹亭上我眷恋日日年年未停歇
莫文蔚	在那遥远的地方	在那遥远的地方 有位好姑娘	人们走过她的帐房\n都要回头留恋的张望
王力宏	在那遥远的地方	在那遥远的地方 有位好姑娘\n人们走过她的帐房 都要回头流连的张望	她那粉红的小脸\n好象红太阳
五月天	在这一秒	时间它虽然重要 也不必抓的太牢 \n 才切过二十岁的蛋糕	怎么就觉得变老\n终点前突然跌倒　还被人踩了一脚
林宥嘉	早开的晚霞	天要黑了吗 要告别了吗\n能不能多留一下 别管那晚霞	反正我比你更熟悉那黑暗\n没有你陪 我也得回家
林宥嘉	早开的晚霞	所谓的宽容坚强我做不到啊\n往后的寂寞年华怎么去消化	我没有给你翅膀 你为什么要飞翔\n剩我 一个人 听他们劝我 你在 天堂
许嵩	早睡身体好	早睡身体好\n睡前别吃太饱	早睡身体好\n伤心容易感冒
萧敬腾	怎么说我不爱你	享那些愉悦得那些忧伤\n重复着弹奏激情的狂想	我要怎么说我不爱你\n我要怎么做才能死心
张惠妹	站在高岗上	连绵的青山 百里长呀\n巍巍耸起 像屏障呀喂	青青的山岭 穿云霄呀\n白云片片 天苍苍呀喂
汪峰	长安街上	转眼过去的十年我已长大\n妈妈的眼角也爬满了交错的皱纹	为了生存为了爱遍体鳞伤\n我突然发现他是我唯一的朋友
陶喆	找自己	哗啦啦啦啦啦天在下雨 哗啦啦啦啦啦云在哭泣\n哗啦啦啦啦啦滴入我的心	不用说我只会胡思乱想\n不用跟我说我只会妄想
孙燕姿	这个世界	我们的世界\n并不像你说的真有那么坏	你又何必感慨\n用你的关怀和所有的爱
张靓颖	这么近那么远	这么近那么远\n走在世界的后面	我埋首寻路\n不愿看到内心的牵连
陶喆	真爱等一下	我相信 关于幸福的疑问\n会得到满意的回答	我会在人群中静静观察\n叫真爱等我一下
张杰	真的不能离开你	激情 无怨无悔叹息\n多少风和雨 几度悲和喜	风景 毫不保留 纵情\n唯一回首的 是你
张惠妹	真实	心痛比快乐更真实 爱为何这样的讽刺\n我忘了这是第几次 一见你就无法坚持	孤独比拥抱更真实 爱让人失去了理智\n会不会是我太自私 拒绝更寂寞的日子
张惠妹	真实	你说的话在我心中生了根\n爱得很深所以心很疼	记忆 在我的心中翻滚\n是不是每一个人都像我一样笨
张杰	真相	人心 匆匆忙忙\n路过的旅途 都是梦想	真相 暗自生长\n你的无畏 我的热泪 滚烫
那英	征服	终于你找到一个方式分出了胜负\n输赢的代价是彼此粉身碎骨	外表健康的你心里伤痕无数\n顽强的我是这场战役的俘虏
那英	征服	就这样被你征服\n切断了所有退路	我的心情是坚固\n我的决定是糊涂
蔡依林	睁一只眼闭一只眼	你和谁去逛街还换了新球鞋\n明明鬼鬼崇崇说我疑神疑鬼	打给你不是没接 就是手机没电\n失踪半天送我玫瑰 破绽更加明显
孙楠	拯救	我拿什么拯救\n当爱覆水难收	谁能把谁挽留\n心愿为谁等待
刘若英	知道不知道	风吹着白云飘\n你到哪里去了	想你的时候抬头微笑\n知道不知道
刘若英	知道不知道	那天的云是否都已料到\n所以脚步才轻巧	以免打扰到　我们的时光\n因为注定那么少
五月天	知足	那天你和我那个山丘\n那样的唱着那一年的歌	那样的回忆那么足够\n足够我天天都品尝着寂寞
五月天	知足	如果我爱上你的笑容\n要怎么收藏要怎么拥有	如果你快乐不是为\n会不会放手其实才是拥有
五月天	知足	当一阵风吹来风筝飞上天空\n为了你而祈祷而祝福而感动	终于你身影消失在人海尽头\n才发现笑着哭最痛
五月天	知足	怎么去拥有一道彩虹\n怎么去拥抱一夏天的风	天上的星星笑地上的人\n总是不能懂不能觉得足够
五月天	知足	天上的星星笑地上的人 \n总是不能懂不能知道足够	如果我爱上你的笑容\n要怎么收藏要怎么拥有
五月天	知足	为了你\n而祈祷而祝福而感动	终于你身影消失在人海尽头\n才发现笑着哭最痛
张杰	直到世界尽头	来去匆匆的脚步\n如同时光的沙漏	擦亮那星空\n光芒会照亮我的方舟
林俊杰	只对你有感觉	微笑 再美 再甜 不是妳的 都不特别\n眼泪 再苦 再咸 有你安慰 又是晴天	靠的 再近 再贴 少了拥抱 就算太远\n全世界只对你有感觉
林俊杰	只对你有感觉	玩的 再疯 再野 妳瞪一眼 我就收敛\n马路 再宽 再远 只要你牵 就很安全	我会 又乖 又黏 温柔体贴 绝不敷衍\n我只对你（妳）有感觉
张靓颖	只是没有如果	那年我在路灯下站了很久\n直到你悄无声息在我身后	我拉过你的手暖在我的胸口\n转眼时间到了好多年以后
张靓颖	只是没有如果	当我还能笑着\n想起你曾深深拥抱我	往后笑容祝福彼此的你我\n只是没有如果
张靓颖	只是没有如果	当我再想起你\n深深拥抱我的那一刻	回忆只在岁月深处温暖我
张靓颖	只是没有如果	那年跟着你走过好多路口\n也哭过笑过如今不再提起了	这世上总有些遗憾开不了口\n开不了口的都默默成为永久
烟把儿乐队	纸短情长	我真的好想你 在每一个雨季\n你选择遗忘的 是我最不舍的	纸短情长啊 道不尽太多涟漪\n我的故事都是关于你呀
烟把儿乐队	纸短情长	我真的好想你\n在每一个雨季\n你选择遗忘的\n是我最不舍的	纸短情长啊 道不尽太多涟漪\n我的故事都是关于你呀
烟把儿乐队	纸短情长	怎么会爱上了他 并决定跟他回家\n放弃了我的所有我的一切无所谓	纸短情长啊\n诉不完当时年少\n我的故事还是关于你啊
烟把儿乐队	纸短情长	怎么会爱上了他\n并决定跟他回家\n放弃了我的所有我的一切无所谓	纸短情长啊\n诉不完当时年少
林忆莲	至少还有你	如果全世界我也可以放弃\n至少还有你值得我去珍惜	而你在这里 就是生命的奇迹\n也许 全世界我也可以忘记
林忆莲	至少还有你	我怕来不及我要抱着你\n直到感觉你的发线 有了白雪的痕迹	直到视线变得模糊 直到不能呼吸\n让我们 形影不离
林忆莲	至少还有你	也许全世界我也可以忘记\n只是不愿意失去你的消息	你掌心的痣\n我总记得在哪里
林忆莲	至少还有你	如果全世界我也可以放弃 至少还有你值得我去珍惜\n而你在这里 就是生命的奇迹	也许全世界我也可以忘记\n只是不愿意失去你的消息
五月天	志明与春娇	你爱我有没有进化 \n 我爱你有没有退化	待你回答 你的语言我都\n遗忘了吧
五月天	志明与春娇	重回淡水的海边\n两个人的爱情	已经无人看\n已经无人听 啊
五月天	终结孤单	如果你的孤单 \n 只是你的习惯	你就把你自己锁起来\n 实在是太不应该
五月天	终结孤单	人生虽然像一场比赛 \n 还是要保持乐观	请你把头抬起来 帮你把勇气装满
张靓颖	终于等到你	到了某个年纪你就会知道\n一个人的日子真的难熬	渐渐开始尝到孤单的味道\n时间在敲打着 你的骄傲
张靓颖	终于等到你	终于等到你差点要错过你\n在最好的年纪遇到你	才算没有辜负自己\n终于等到你
张靓颖	终于等到你	能陪我走一程的人有多少\n愿意走完一生的更是寥寥	是否刻骨铭心并没那么重要\n只想在平淡中体会爱的味道
张靓颖	终于等到你	是否刻骨铭心并没那么重要\n只想在平淡中体会爱的味道	终于等到你 还好我没放弃\n幸福来得好不容易
张靓颖	终于等到你	过了某个路口你就会感到\n彻夜陪你聊天的越来越少	厌倦了被寂寞追着跑\n找个爱你的人就想托付终老
张靓颖	终于等到你	终于等到你\n还好我没放弃	幸福来得好不容易\n才会让人更加珍惜
汪苏泷	专属味道	想起你可爱模样\n生气时嘴嘟着撒娇	那一天发现了你的好\n爱上你的微笑
汪苏泷	专属味道	想与你分享拥抱\n感觉你心跳	你有专属的味道\n心紧紧依靠
汪苏泷	专属味道	遇见你我才知道你对我多重要\n没有人能感觉到你最甜美的笑	我再不用把别人寻找\n因为我早已经找到
五月天	转眼	最爱的相片\n让你挑一张	千万个片刻\n谁在你身旁
许嵩	装糊涂	如果爱一个人\n 注定是要受苦	这第一课进退维谷\n对于你的谎话 我装糊涂
蔡健雅	坠落	爱是什麽颜色\n模糊了　忘记了	似乎爱曾与我擦肩而过\n却不曾逗留也从不属於我
周杰伦	自导自演	呼啸而过的引擎声\n是你最讨厌的旋律	穿梭在城市中\n变成一首幻想曲
周杰伦	自导自演	巷口甩尾甩开了过去的熟悉\n车后镜的你比脑海清晰	你我距离就像打滑和那飘移\n差很远但看似很接近
周杰伦	自导自演	车灯闪了一下代表我还在意\n被我看见你上他的车 这么不小心	喇叭按了两声代表我会离去\n你放心 我理解这游戏
